employee_id,age,gender,education_level,marital_status,tenure,job_role,department,salary,work_location,performance_rating,projects_completed,training_hours,promotions,overtime_hours,satisfaction_level,work_life_balance,average_monthly_hours_worked,absenteeism,distance_from_home,manager_feedback_score,churn
E03918,49,Female,Bachelor's,Divorced,0,Manager,Sales,108300.00,Remote,5.0,45,73,0,15,0.74,NULL,234,18,29.00,9.1,0
E03919,52,Male,Bachelor's,Married,3,Developer,HR,34153.00,On-site,1.0,39,9,0,27,0.09,NULL,237,2,30.00,3.2,0
E03920,55,Male,Bachelor's,Single,2,Developer,Sales,65363.00,On-site,1.0,30,52,1,8,0.91,NULL,253,16,31.00,8.2,1
E03921,36,Female,Bachelor's,Single,6,Manager,HR,61996.00,On-site,5.0,28,7,0,16,0.32,NULL,245,15,48.00,4.6,0
E03922,46,Male,Bachelor's,Married,10,Developer,Marketing,38905.00,On-site,1.0,30,58,0,16,0.33,NULL,196,4,21.00,7.1,0
E03923,57,Female,High School,Married,8,Developer,Sales,77519.00,Remote,5.0,18,18,0,46,0.23,NULL,266,10,18.00,3.9,0
E03924,29,Male,High School,Single,14,Analyst,HR,106014.00,Hybrid,3.0,46,43,0,2,0.87,NULL,255,2,48.00,2.3,0
E03925,30,Female,Bachelor's,Single,6,Manager,Sales,52911.00,On-site,3.0,19,43,0,29,0.64,NULL,273,13,26.00,7.0,0
E03926,58,Male,Bachelor's,Married,10,Developer,IT,91846.00,On-site,1.0,44,33,0,31,0.04,NULL,198,17,9.00,1.9,1
E03927,53,Male,Master's,Single,4,Analyst,IT,61911.00,On-site,3.0,21,52,0,46,0.92,NULL,297,8,7.00,2.1,0
E03928,38,Female,High School,Married,0,Developer,HR,146846.00,Remote,3.0,28,2,0,41,0.93,NULL,243,7,35.00,3.0,1
E03929,56,Female,Master's,Married,4,Manager,HR,72415.00,Remote,4.0,44,86,0,0,0.55,NULL,269,3,12.00,8.6,0
E03930,58,Male,Master's,Married,0,Analyst,IT,38087.00,On-site,4.0,10,1,0,5,0.31,NULL,159,17,22.00,5.0,0
E03931,40,Male,Master's,Single,5,Manager,Sales,113668.00,On-site,5.0,0,59,0,37,0.16,NULL,254,0,37.00,5.3,0
E03932,50,Female,Master's,Single,12,Developer,Sales,48732.00,Remote,2.0,8,45,0,33,0.26,NULL,222,13,37.00,7.0,0
E03933,28,Male,High School,Married,7,Sales,HR,99484.00,On-site,2.0,17,14,1,15,0.88,NULL,152,14,39.00,9.1,1
E03934,49,Female,Bachelor's,Married,6,Analyst,HR,44938.00,On-site,4.0,0,98,1,25,0.21,NULL,284,2,31.00,7.0,0
E03935,30,Female,High School,Single,0,Manager,IT,147281.00,On-site,5.0,4,6,0,34,0.15,NULL,297,12,42.00,9.6,0
E03936,49,Male,PhD,Single,7,Analyst,Marketing,147849.00,Hybrid,4.0,46,60,1,38,0.33,NULL,214,6,44.00,1.6,0
E03937,27,Male,Bachelor's,Married,11,Developer,Sales,70462.00,On-site,3.0,11,34,0,6,0.30,NULL,230,8,18.00,8.6,0
E03938,50,Female,Bachelor's,Divorced,13,Developer,HR,128885.00,On-site,5.0,27,34,0,23,0.74,NULL,261,7,4.00,7.0,0
E03939,38,Male,Master's,Married,13,Analyst,Sales,44040.00,Hybrid,5.0,23,68,0,35,0.38,NULL,299,13,2.00,5.6,1
E03940,37,Female,Master's,Single,13,Sales,IT,73649.00,On-site,2.0,36,48,0,45,0.20,NULL,178,10,28.00,3.0,0
E03941,44,Male,Master's,Single,8,Developer,IT,126249.00,Remote,2.0,29,82,0,16,0.14,NULL,237,6,9.00,3.7,0
E03942,52,Female,Bachelor's,Single,11,Manager,IT,48785.00,On-site,2.0,18,94,1,5,0.50,NULL,255,15,12.00,2.3,1
E03943,24,Male,Bachelor's,Single,9,Developer,IT,128944.00,Remote,1.0,38,1,0,35,0.95,NULL,208,17,48.00,5.8,0
E03944,42,Female,Bachelor's,Married,13,Analyst,HR,42920.00,On-site,3.0,39,33,0,16,0.41,NULL,292,2,7.00,7.1,0
E03945,47,Male,High School,Married,1,Developer,Sales,69093.00,Remote,3.0,47,12,0,40,0.04,NULL,157,9,19.00,7.4,0
E03946,57,Male,Master's,Single,0,Analyst,IT,111020.00,On-site,3.0,20,63,0,48,0.27,NULL,185,19,38.00,1.8,1
E03947,58,Female,Bachelor's,Married,5,Developer,HR,46493.00,Remote,3.0,22,34,0,3,0.33,NULL,188,0,35.00,5.2,0
E03948,43,Male,High School,Married,11,Developer,IT,98993.00,Remote,3.0,49,97,0,18,0.62,NULL,185,3,24.00,2.5,0
E03949,33,Male,Master's,Married,3,Developer,Sales,58393.00,Hybrid,3.0,2,77,0,25,0.87,NULL,173,6,17.00,7.5,0
E03950,34,Male,Bachelor's,Divorced,13,Analyst,IT,134611.00,On-site,1.0,8,34,0,10,0.96,NULL,174,15,25.00,7.5,0
E03951,32,Male,Master's,Married,6,Sales,Sales,74995.00,Remote,5.0,13,25,0,42,0.24,NULL,216,1,2.00,8.8,0
E03952,37,Female,Master's,Divorced,2,Developer,HR,138059.00,Hybrid,2.0,30,43,1,31,0.85,NULL,193,19,23.00,9.6,0
E03953,29,Female,Master's,Single,2,Sales,IT,70150.00,On-site,2.0,5,6,0,24,0.10,NULL,220,1,33.00,6.8,1
E03954,23,Male,High School,Single,13,Analyst,HR,105878.00,On-site,2.0,0,99,0,31,0.56,NULL,266,9,13.00,7.4,0
E03955,51,Female,Bachelor's,Married,7,Sales,Sales,59075.00,Remote,3.0,10,38,0,33,0.35,NULL,211,17,37.00,3.4,0
E03956,51,Female,Master's,Married,6,Developer,HR,139732.00,On-site,2.0,43,84,0,23,0.12,NULL,179,18,42.00,10.0,0
E03957,33,Female,Master's,Single,4,Sales,IT,72554.00,On-site,1.0,20,78,0,47,0.19,NULL,258,7,4.00,5.4,0
E03958,31,Male,Bachelor's,Married,2,Analyst,IT,135515.00,On-site,3.0,17,12,0,37,0.27,NULL,229,11,39.00,2.9,0
E03959,32,Female,Bachelor's,Single,0,Analyst,HR,133563.00,Hybrid,3.0,23,83,0,39,0.72,NULL,238,13,18.00,5.1,0
E03960,36,Female,High School,Married,10,Manager,Sales,78159.00,On-site,1.0,5,97,0,46,0.99,NULL,239,11,25.00,4.3,0
E03961,37,Male,PhD,Married,2,Manager,HR,89640.00,On-site,5.0,46,89,0,39,0.03,NULL,299,19,1.00,4.6,1
E03962,38,Male,Bachelor's,Married,14,Analyst,IT,108629.00,On-site,1.0,33,3,0,42,0.80,NULL,234,9,45.00,6.6,0
E03963,47,Male,High School,Married,8,Sales,Sales,75598.00,Remote,1.0,7,97,0,32,0.51,NULL,224,16,32.00,7.5,0
E03964,23,Female,Bachelor's,Divorced,0,Developer,IT,109516.00,On-site,1.0,16,83,0,36,0.12,NULL,240,13,15.00,2.9,0
E03965,33,Male,Bachelor's,Single,14,Analyst,Sales,76817.00,On-site,5.0,30,18,0,39,0.23,NULL,251,12,18.00,9.8,0
E03966,47,Female,Master's,Divorced,4,Sales,Marketing,62562.00,Hybrid,2.0,29,30,0,48,0.43,NULL,174,12,13.00,6.3,1
E03967,44,Male,High School,Single,3,Developer,HR,32460.00,On-site,1.0,43,82,0,28,0.72,NULL,247,12,4.00,5.8,0
E03968,39,Female,High School,Married,10,Sales,Sales,76682.00,Remote,3.0,29,42,0,19,0.24,NULL,266,1,35.00,1.1,0
E03969,53,Female,Bachelor's,Married,13,Sales,IT,88334.00,On-site,2.0,1,63,0,22,0.64,NULL,297,2,17.00,7.1,0
E03970,59,Female,Bachelor's,Married,5,Developer,IT,71790.00,On-site,2.0,28,1,0,42,0.27,NULL,202,7,24.00,10.0,0
E03971,24,Female,High School,Married,1,Analyst,IT,48166.00,Hybrid,4.0,15,89,1,28,0.82,NULL,164,11,0.00,7.0,0
E03972,59,Female,Bachelor's,Married,3,Sales,Sales,103697.00,Hybrid,1.0,4,21,0,36,0.31,NULL,163,19,8.00,7.5,0
E03973,24,Male,Bachelor's,Single,8,Analyst,HR,118912.00,Remote,2.0,5,80,0,30,0.82,NULL,209,8,11.00,1.3,0
E03974,51,Female,Master's,Married,13,Developer,IT,104259.00,Hybrid,3.0,17,87,0,49,0.32,NULL,281,8,24.00,8.9,0
E03975,22,Male,High School,Single,14,Developer,IT,121806.00,Remote,5.0,12,75,0,34,0.55,NULL,292,5,33.00,9.2,0
E03976,51,Female,PhD,Single,10,Manager,Sales,43342.00,On-site,5.0,34,21,0,36,0.79,NULL,198,3,9.00,8.9,0
E03977,53,Male,Bachelor's,Single,4,Developer,IT,143638.00,Hybrid,2.0,3,83,0,26,0.10,NULL,164,2,27.00,7.6,0
E03978,49,Female,High School,Married,14,Analyst,IT,75446.00,On-site,5.0,7,66,1,29,0.17,NULL,253,4,21.00,2.8,0
E03979,42,Female,High School,Married,7,Analyst,IT,48655.00,Remote,4.0,32,14,0,17,0.96,NULL,178,3,11.00,2.8,1
E03980,34,Male,Bachelor's,Single,1,Manager,IT,47910.00,On-site,5.0,10,42,0,8,0.18,NULL,246,4,19.00,7.7,0
E03981,48,Male,Bachelor's,Single,11,Developer,IT,144443.00,On-site,5.0,6,13,0,4,0.90,NULL,202,13,35.00,3.0,1
E03982,57,Other,Bachelor's,Married,10,Manager,HR,71942.00,Remote,5.0,24,73,0,17,0.51,NULL,284,14,26.00,2.6,1
E03983,28,Male,Bachelor's,Divorced,8,Developer,HR,143596.00,Hybrid,3.0,18,19,0,0,0.11,NULL,171,2,10.00,9.0,0
E03984,43,Male,Bachelor's,Married,11,Developer,HR,131930.00,On-site,4.0,2,22,0,19,0.48,NULL,153,18,44.00,6.6,1
E03985,31,Male,Bachelor's,Married,6,Developer,Sales,106284.00,On-site,4.0,41,53,0,13,0.56,NULL,207,16,9.00,2.8,1
E03986,36,Female,High School,Married,6,Developer,Sales,73056.00,Remote,5.0,35,72,0,37,0.15,NULL,258,13,5.00,1.9,0
E03987,36,Female,Bachelor's,Married,1,Developer,IT,51866.00,On-site,2.0,0,61,0,47,0.76,NULL,218,19,4.00,3.1,0
E03988,25,Female,Master's,Divorced,7,Analyst,IT,79959.00,On-site,3.0,38,61,0,20,0.12,NULL,289,10,49.00,6.6,0
E03989,53,Female,High School,Married,8,Manager,IT,96245.00,On-site,2.0,41,63,0,6,0.10,NULL,235,14,1.00,4.7,1
E03990,44,Male,Master's,Married,9,Developer,HR,105679.00,On-site,1.0,34,73,0,14,0.57,NULL,190,11,0.00,1.8,0
E03991,27,Female,Bachelor's,Married,10,Developer,IT,140270.00,Remote,3.0,10,52,1,4,0.83,NULL,269,3,9.00,5.3,0
E03992,45,Male,PhD,Divorced,11,Analyst,Sales,128021.00,On-site,5.0,45,60,0,40,0.61,NULL,215,11,43.00,2.0,0
E03993,41,Male,High School,Single,4,Developer,HR,131390.00,Remote,3.0,27,52,0,47,0.05,NULL,189,8,21.00,4.7,0
E03994,58,Male,PhD,Married,14,Analyst,Sales,71305.00,On-site,3.0,6,2,0,5,0.44,NULL,296,13,31.00,2.1,0
E03995,41,Female,Bachelor's,Married,2,Developer,IT,117507.00,Hybrid,2.0,13,11,0,47,0.72,NULL,285,9,5.00,5.3,0
E03996,33,Female,Bachelor's,Married,13,Developer,HR,57403.00,On-site,1.0,20,19,0,20,0.26,NULL,165,2,16.00,9.8,0
E03997,54,Male,Bachelor's,Married,2,Sales,Sales,107544.00,On-site,3.0,5,24,0,0,0.70,NULL,173,17,2.00,5.2,0
E03998,49,Female,High School,Married,12,Developer,IT,102172.00,On-site,1.0,35,88,0,37,0.39,NULL,155,0,42.00,3.7,1
E03999,29,Male,Master's,Single,12,Developer,IT,79006.00,On-site,1.0,32,27,0,4,0.97,NULL,228,11,31.00,1.3,0
E04000,22,Male,Bachelor's,Single,5,Developer,IT,77342.00,On-site,2.0,6,15,1,9,0.48,NULL,216,13,34.00,1.8,0
E04001,58,Male,High School,Divorced,13,Developer,HR,92105.00,On-site,2.0,30,50,1,47,0.85,NULL,259,3,13.00,8.6,0
E04002,43,Female,High School,Married,0,Analyst,Sales,129229.00,On-site,5.0,49,39,0,2,0.35,NULL,263,3,31.00,2.0,0
E04003,27,Female,High School,Married,9,Analyst,IT,49292.00,Remote,5.0,26,20,1,35,0.74,NULL,211,9,19.00,6.4,0
E04004,42,Male,Bachelor's,Married,10,Sales,Sales,61645.00,On-site,3.0,22,70,0,41,0.33,NULL,217,3,23.00,2.1,0
E04005,53,Female,Bachelor's,Married,8,Analyst,Sales,64237.00,On-site,5.0,0,75,0,8,0.28,NULL,156,0,24.00,2.8,0
E04006,56,Male,Bachelor's,Married,5,Manager,HR,143173.00,Remote,2.0,40,98,0,26,0.18,NULL,250,2,27.00,5.4,0
E04007,36,Female,Bachelor's,Single,8,Developer,IT,75802.00,Remote,5.0,25,81,0,8,0.64,NULL,239,14,2.00,1.5,1
E04008,26,Other,Bachelor's,Married,2,Developer,Marketing,55576.00,On-site,5.0,35,81,0,21,0.48,NULL,156,2,40.00,7.5,0
E04009,27,Male,Bachelor's,Married,9,Analyst,IT,116288.00,On-site,5.0,34,10,0,42,0.36,NULL,215,10,27.00,4.6,1
E04010,46,Female,High School,Married,12,Analyst,IT,101574.00,On-site,1.0,49,31,0,37,0.06,NULL,266,3,20.00,4.3,0
E04011,50,Female,Bachelor's,Single,2,Developer,Sales,31048.00,On-site,5.0,46,96,0,15,0.66,NULL,253,14,5.00,4.2,0
E04012,28,Male,High School,Single,9,Developer,IT,67620.00,Hybrid,2.0,2,46,0,31,0.69,NULL,205,0,35.00,1.4,0
E04013,34,Female,Master's,Single,12,Developer,Sales,122997.00,Remote,1.0,19,44,0,26,0.32,NULL,241,7,8.00,2.4,1
E04014,59,Male,Master's,Married,6,Analyst,IT,127525.00,Remote,5.0,41,96,0,7,0.66,NULL,191,7,49.00,3.8,1
E04015,39,Male,PhD,Divorced,14,Developer,Sales,75604.00,Remote,5.0,20,78,0,22,0.88,NULL,167,15,22.00,8.3,0
E04016,23,Male,Bachelor's,Divorced,6,Developer,Sales,139017.00,On-site,2.0,29,17,1,21,0.35,NULL,168,6,46.00,6.9,0
E04017,29,Male,Master's,Single,3,Developer,HR,66308.00,On-site,3.0,37,85,0,33,0.72,NULL,261,3,30.00,9.3,0
E04018,32,Female,Bachelor's,Single,10,Analyst,HR,95349.00,Hybrid,2.0,41,5,1,14,0.85,NULL,169,4,40.00,8.3,1
E04019,54,Female,Bachelor's,Single,14,Analyst,IT,103493.00,On-site,4.0,29,58,0,41,0.44,NULL,243,9,23.00,2.5,1
E04020,59,Female,Bachelor's,Single,13,Developer,IT,35840.00,On-site,2.0,25,85,0,36,0.15,NULL,156,18,16.00,5.7,0
E04021,48,Male,Master's,Married,7,Developer,Sales,76538.00,On-site,3.0,5,5,0,47,0.04,NULL,172,11,25.00,5.6,0
E04022,41,Male,Master's,Divorced,10,Developer,Sales,48947.00,On-site,2.0,22,14,0,5,0.74,NULL,164,0,40.00,6.8,0
E04023,33,Male,Bachelor's,Single,13,Developer,Sales,130409.00,On-site,1.0,6,93,0,2,0.52,NULL,173,1,33.00,1.7,0
E04024,52,Female,High School,Single,1,Sales,Marketing,32219.00,On-site,1.0,28,60,0,16,0.18,NULL,198,1,4.00,8.1,0
E04025,48,Other,Bachelor's,Single,0,Analyst,Sales,94841.00,On-site,2.0,43,29,0,44,0.01,NULL,194,18,48.00,3.6,0
E04026,53,Female,PhD,Single,0,Developer,Sales,60992.00,On-site,1.0,19,45,0,47,0.43,NULL,271,3,1.00,9.3,0
E04027,31,Male,Master's,Married,1,Developer,Sales,147989.00,On-site,3.0,10,95,0,5,0.43,NULL,165,7,46.00,9.3,0
E04028,24,Female,Bachelor's,Married,10,Sales,IT,146881.00,On-site,4.0,5,83,0,15,0.97,NULL,203,14,21.00,2.8,0
E04029,48,Female,Bachelor's,Married,10,Sales,Sales,117476.00,On-site,4.0,19,16,0,26,0.14,NULL,239,15,4.00,9.3,0
E04030,56,Male,Bachelor's,Married,5,Analyst,Sales,41538.00,On-site,3.0,49,92,0,12,0.19,NULL,180,14,25.00,4.1,0
E04031,52,Female,Master's,Single,7,Manager,IT,51333.00,Hybrid,5.0,26,74,0,15,0.95,NULL,179,19,20.00,3.1,1
E04032,36,Male,Master's,Single,2,Analyst,Marketing,35688.00,Remote,5.0,29,83,0,35,0.09,NULL,276,18,1.00,4.7,0
E04033,37,Male,Bachelor's,Single,11,Developer,IT,66174.00,Remote,4.0,15,83,1,36,0.82,NULL,172,14,34.00,2.3,0
E04034,34,Male,Bachelor's,Married,5,Developer,HR,122459.00,Remote,1.0,47,7,0,30,0.83,NULL,272,9,20.00,5.8,0
E04035,56,Male,Master's,Married,7,Analyst,IT,142786.00,Hybrid,1.0,32,49,1,3,0.22,NULL,201,15,14.00,2.7,0
E04036,32,Male,Bachelor's,Married,8,Manager,HR,135368.00,Hybrid,5.0,14,16,0,20,0.36,NULL,293,14,13.00,9.2,0
E04037,42,Male,PhD,Single,7,Developer,HR,127276.00,Remote,4.0,31,56,0,0,0.91,NULL,277,16,25.00,9.9,1
E04038,32,Male,Bachelor's,Married,6,Analyst,Sales,117097.00,Remote,2.0,20,57,0,14,0.64,NULL,170,3,7.00,2.2,0
E04039,51,Female,Master's,Single,3,Manager,Sales,39483.00,On-site,2.0,34,75,1,45,0.84,NULL,162,16,44.00,2.9,0
E04040,56,Other,Master's,Single,2,Developer,Sales,46415.00,On-site,1.0,39,95,0,19,0.82,NULL,239,9,15.00,6.8,0
E04041,43,Female,Bachelor's,Married,6,Analyst,Sales,98014.00,On-site,3.0,0,85,0,3,0.52,NULL,222,9,37.00,7.8,0
E04042,59,Male,PhD,Married,0,Developer,IT,97497.00,Remote,5.0,25,26,0,27,0.06,NULL,219,19,21.00,7.3,0
E04043,52,Male,High School,Married,6,Manager,HR,142603.00,On-site,1.0,35,57,0,41,0.54,NULL,171,7,48.00,2.4,1
E04044,35,Male,Master's,Married,5,Developer,Sales,134024.00,Remote,3.0,26,50,0,5,0.03,NULL,169,9,22.00,3.6,0
E04045,45,Male,PhD,Single,2,Developer,Sales,83469.00,On-site,3.0,16,46,0,36,0.33,NULL,238,9,7.00,7.8,1
E04046,53,Female,Bachelor's,Single,13,Analyst,Sales,118114.00,On-site,5.0,14,56,0,2,0.13,NULL,246,1,6.00,2.6,1
E04047,57,Female,Bachelor's,Single,2,Developer,IT,51288.00,On-site,3.0,46,49,0,45,0.42,NULL,191,3,27.00,1.3,0
E04048,53,Female,Bachelor's,Single,1,Manager,IT,139541.00,Remote,3.0,21,89,0,15,0.09,NULL,209,3,25.00,2.0,1
E04049,36,Female,Master's,Single,0,Sales,Marketing,140029.00,On-site,5.0,25,30,0,22,0.40,NULL,157,9,21.00,5.8,0
E04050,56,Male,Master's,Married,10,Developer,Sales,100526.00,On-site,4.0,8,28,0,27,0.03,NULL,161,5,27.00,9.2,0
E04051,24,Male,Bachelor's,Single,4,Developer,IT,147194.00,Remote,2.0,32,94,0,2,0.32,NULL,177,1,49.00,8.9,0
E04052,37,Female,Master's,Married,12,Manager,HR,75858.00,Remote,4.0,10,23,0,44,0.40,NULL,293,13,25.00,5.8,0
E04053,26,Male,Bachelor's,Married,6,Manager,HR,102276.00,On-site,2.0,18,62,1,31,0.21,NULL,179,12,35.00,7.2,0
E04054,42,Male,Bachelor's,Single,6,Developer,HR,92741.00,On-site,2.0,20,67,0,35,0.96,NULL,203,5,34.00,4.3,0
E04055,31,Male,Bachelor's,Married,5,Manager,HR,60148.00,Remote,5.0,41,77,0,13,0.29,NULL,219,10,8.00,9.7,0
E04056,40,Male,Bachelor's,Married,10,Developer,Sales,131415.00,Remote,4.0,1,76,0,1,0.61,NULL,271,18,11.00,3.3,0
E04057,46,Male,High School,Married,14,Analyst,Marketing,125797.00,On-site,5.0,10,22,0,16,0.28,NULL,194,13,12.00,6.6,1
E04058,25,Female,Bachelor's,Single,9,Analyst,Sales,33025.00,On-site,4.0,49,7,0,34,0.80,NULL,174,16,17.00,6.6,0
E04059,50,Female,Bachelor's,Divorced,5,Manager,Sales,68052.00,Hybrid,3.0,3,12,0,35,0.69,NULL,205,0,34.00,7.9,0
E04060,40,Male,Master's,Single,10,Sales,Sales,125147.00,Hybrid,1.0,7,0,1,40,0.79,NULL,232,5,1.00,9.9,1
E04061,23,Male,High School,Divorced,6,Sales,IT,144460.00,On-site,4.0,46,62,0,24,0.16,NULL,179,13,2.00,3.7,0
E04062,31,Female,Bachelor's,Single,14,Manager,HR,118401.00,On-site,4.0,8,26,0,36,0.35,NULL,191,13,36.00,5.4,0
E04063,46,Male,Bachelor's,Married,7,Analyst,HR,40100.00,On-site,3.0,39,80,0,39,0.20,NULL,241,8,37.00,9.4,0
E04064,41,Male,Master's,Married,4,Analyst,Sales,106299.00,Remote,3.0,41,40,0,36,0.71,NULL,175,1,44.00,6.5,0
E04065,40,Male,Master's,Married,0,Analyst,Marketing,47812.00,On-site,2.0,41,8,0,30,0.68,NULL,151,9,6.00,4.8,1
E04066,44,Male,Master's,Single,6,Sales,HR,148823.00,On-site,1.0,0,26,0,17,0.98,NULL,217,12,35.00,6.7,0
E04067,45,Female,Master's,Single,1,Developer,IT,55629.00,On-site,1.0,24,89,0,16,0.90,NULL,255,13,25.00,4.6,0
E04068,32,Female,Bachelor's,Married,10,Sales,IT,116312.00,Remote,1.0,4,20,0,45,0.94,NULL,189,12,21.00,7.2,0
E04069,55,Male,Bachelor's,Married,14,Developer,HR,135294.00,On-site,4.0,47,45,1,47,0.58,NULL,266,2,17.00,7.0,0
E04070,49,Male,Master's,Married,4,Developer,IT,136210.00,On-site,4.0,13,47,0,6,0.15,NULL,299,18,43.00,9.4,0
E04071,26,Male,Master's,Single,6,Developer,Marketing,89694.00,Remote,5.0,33,67,0,40,0.93,NULL,220,16,35.00,2.6,0
E04072,26,Male,Bachelor's,Single,6,Developer,HR,88627.00,Remote,2.0,8,13,0,38,0.87,NULL,173,0,25.00,2.6,1
E04073,42,Other,Master's,Married,8,Developer,Marketing,31947.00,Remote,3.0,33,41,0,21,0.41,NULL,294,17,6.00,3.6,1
E04074,33,Female,Master's,Single,4,Manager,IT,46989.00,On-site,3.0,47,58,0,20,0.55,NULL,180,16,43.00,7.7,0
E04075,25,Female,PhD,Single,5,Developer,IT,102111.00,Remote,3.0,16,74,0,44,0.10,NULL,238,16,33.00,5.6,0
E04076,41,Female,PhD,Married,9,Developer,HR,137832.00,Remote,5.0,34,61,0,32,0.37,NULL,154,2,25.00,5.6,0
E04077,59,Female,Bachelor's,Married,13,Sales,Sales,65704.00,Hybrid,5.0,37,3,0,40,0.80,NULL,230,8,45.00,7.9,0
E04078,46,Female,Bachelor's,Single,11,Developer,IT,93729.00,On-site,4.0,34,58,0,17,0.98,NULL,234,16,8.00,8.5,1
E04079,35,Male,High School,Single,10,Manager,Sales,131082.00,On-site,5.0,37,33,0,30,0.48,NULL,180,15,39.00,5.8,0
E04080,32,Male,Bachelor's,Married,5,Analyst,HR,117567.00,Hybrid,5.0,46,4,0,7,0.28,NULL,177,12,34.00,1.0,0
E04081,53,Female,Master's,Single,0,Sales,Sales,84111.00,On-site,3.0,25,31,0,6,0.77,NULL,261,16,44.00,4.0,0
E04082,32,Male,Bachelor's,Married,9,Sales,IT,107707.00,Remote,5.0,49,79,1,5,0.85,NULL,212,3,36.00,2.5,0
E04083,39,Other,Bachelor's,Single,6,Developer,HR,42779.00,Hybrid,2.0,33,91,1,23,0.64,NULL,186,19,12.00,6.9,0
E04084,48,Female,Bachelor's,Single,14,Manager,IT,135379.00,Remote,5.0,48,65,0,6,0.48,NULL,173,11,43.00,2.1,0
E04085,39,Female,Master's,Married,9,Manager,IT,64702.00,Remote,1.0,5,34,0,39,0.89,NULL,157,2,48.00,1.2,0
E04086,44,Male,High School,Married,14,Analyst,HR,49090.00,On-site,5.0,37,7,0,36,0.68,NULL,272,15,42.00,5.5,1
E04087,32,Female,Bachelor's,Single,6,Sales,IT,30729.00,On-site,4.0,4,56,0,28,0.00,NULL,246,5,9.00,8.7,0
E04088,42,Male,Bachelor's,Married,3,Developer,Sales,40186.00,Remote,2.0,11,24,0,22,0.97,NULL,219,9,46.00,8.7,0
E04089,26,Other,Bachelor's,Single,3,Sales,Sales,71949.00,Remote,5.0,13,22,0,45,0.71,NULL,196,16,45.00,7.9,0
E04090,44,Male,PhD,Married,10,Developer,IT,43211.00,On-site,4.0,9,35,0,10,0.48,NULL,272,14,11.00,7.8,0
E04091,46,Female,Master's,Single,5,Developer,Marketing,145150.00,On-site,2.0,29,24,0,25,0.02,NULL,163,8,48.00,9.3,0
E04092,31,Female,Bachelor's,Married,2,Analyst,Marketing,109727.00,On-site,5.0,10,16,0,39,0.05,NULL,269,11,1.00,6.7,0
E04093,43,Male,Master's,Married,13,Manager,Marketing,79162.00,Remote,2.0,11,62,0,8,0.97,NULL,258,6,37.00,3.3,1
E04094,40,Male,Bachelor's,Married,13,Sales,HR,102106.00,On-site,1.0,39,63,0,0,0.80,NULL,283,13,16.00,1.1,0
E04095,22,Other,Master's,Married,14,Analyst,HR,135300.00,On-site,3.0,26,89,0,28,0.10,NULL,231,13,38.00,2.0,0
E04096,28,Male,Bachelor's,Married,9,Developer,IT,69807.00,On-site,5.0,0,36,0,41,0.75,NULL,291,8,5.00,5.6,0
E04097,25,Female,Master's,Married,5,Developer,IT,122460.00,Remote,2.0,27,84,0,27,0.17,NULL,196,3,47.00,4.0,0
E04098,22,Male,Bachelor's,Single,10,Manager,Sales,34134.00,On-site,4.0,19,4,0,34,0.39,NULL,295,8,34.00,7.0,0
E04099,36,Female,High School,Single,10,Manager,HR,45326.00,On-site,1.0,23,23,0,18,0.51,NULL,209,15,37.00,5.8,0
E04100,33,Female,Bachelor's,Married,3,Analyst,Sales,38782.00,On-site,3.0,26,73,0,14,0.90,NULL,201,16,9.00,6.3,0
E04101,43,Male,Bachelor's,Married,9,Developer,HR,88832.00,Remote,4.0,9,65,0,30,0.05,NULL,264,12,14.00,2.0,0
E04102,43,Male,Master's,Single,7,Manager,IT,117000.00,On-site,1.0,26,89,0,14,0.13,NULL,236,8,34.00,7.4,0
E04103,38,Female,High School,Married,4,Analyst,Sales,33223.00,On-site,5.0,33,72,1,38,0.77,NULL,173,14,24.00,8.7,0
E04104,50,Male,Bachelor's,Married,12,Developer,IT,76074.00,On-site,4.0,41,47,0,45,1.00,NULL,275,13,46.00,5.4,0
E04105,35,Male,Master's,Married,7,Manager,HR,129244.00,On-site,2.0,22,29,0,39,0.78,NULL,237,1,26.00,3.1,0
E04106,41,Female,Bachelor's,Single,8,Manager,IT,49747.00,Remote,1.0,15,38,0,47,0.78,NULL,169,7,17.00,6.1,1
E04107,54,Male,Master's,Single,3,Analyst,IT,89232.00,On-site,1.0,49,99,1,22,0.53,NULL,261,14,43.00,5.2,1
E04108,36,Male,High School,Married,0,Analyst,Sales,59547.00,Hybrid,5.0,23,62,1,25,0.34,NULL,294,15,4.00,1.7,0
E04109,33,Female,Bachelor's,Single,9,Developer,IT,118579.00,Remote,1.0,26,95,0,29,0.14,NULL,245,13,39.00,6.9,0
E04110,41,Male,Master's,Married,6,Sales,HR,116720.00,Remote,3.0,36,56,0,43,0.18,NULL,241,0,20.00,7.2,0
E04111,51,Male,Bachelor's,Divorced,12,Manager,Sales,145301.00,On-site,2.0,11,71,0,24,0.44,NULL,285,17,48.00,2.0,0
E04112,59,Male,Bachelor's,Married,6,Sales,IT,116922.00,On-site,5.0,33,60,0,13,0.96,NULL,238,15,28.00,9.4,1
E04113,24,Female,Master's,Married,4,Analyst,HR,75652.00,Remote,3.0,32,2,0,46,0.61,NULL,246,18,10.00,7.5,1
E04114,49,Female,Bachelor's,Married,4,Developer,IT,134088.00,On-site,5.0,33,3,0,28,0.87,NULL,169,14,15.00,5.7,0
